,Headline,Body text
196,Kamala Harris Supporter Insists Her Inspiring Message Of Something Or Other Will Always Live On,
197,"Michael Bloomberg Treats Self To Second, Flashier Presidential Campaign","NEW YORK'Explaining that he felt he had earned a little indulgence, Democratic candidate Michael Bloomberg confirmed Tuesday that he had decided to treat himself to a second, flashier presidential campaign. 'Having one presidential campaign is nice and all, but I had some extra money lying around and decided to splurge on another first-class presidential campaign with all the bells and whistles,' said Bloomberg, adding that he planned to split time between his original campaign and his new luxury one, for which he'd already gotten the most expensive consultants, most luxurious campaign vehicles, and nicest website money can buy. 'I know I don't really need a second campaign, and it hasn't even been that long since I bought my first one, but it's the holidays, and I wanted to do something special for Mikey. It's going to have a full campaign staff available around the clock, and there's even going to be a movie theater in the headquarters where we can watch all my political ads. Voters are going to be blown away when they see it.' Bloomberg told reporters that he was also scouting sites for an additional international presidential campaign in a more exotic locale."
198,Nation Calls For Letting Biden Rub Women's Shoulders Again After Seeing What He'll Do Instead,"WASHINGTON'Apologizing for what they have unleashed by condemning the former Vice President's past behavior, the U.S. populace issued a call Monday to let Joe Biden rub women's shoulders again after seeing what he will do instead. 'It's not that the shoulder rub thing isn't creepy, it is, but we didn't realize the Pandora's box that we opened by making him stop,' said Loveland, Colorado resident Virginia Dalton, claiming that while Biden smelling a woman's hair had always grossed her out, seeing the 77-year-old biting his wife's finger during a campaign event over the weekend shook her to the core. 'It's fine, just let him do it. Unsolicited shoulder rubs or touching a stranger's lower back are not good, but at least they're kind of normal. There is apparently no hope of him just acting okay, so let's at least give him back the shoulder rubs, because God knows what horrors he will unleash upon women without that outlet.' At press time, the nation's women were hastily promising Biden they would vote for him just so they could escape his advances."
199,Pete Buttigieg Admits Only Recently Realizing Black People Can Vote,"SOUTH BEND, IN'In response to recent criticism of his campaign and political record, Democratic presidential candidate Pete Buttigieg admitted Monday that he only recently realized that black people can vote. 'I'll be the first one to acknowledge that I've had some blind spots in my political career, and I've learned some hard truths over the past few months, one of which is that African Americans have been able to vote in this country for decades,' said the mayor of South Bend, IN, apologizing to the city's black residents for his lack of attention to the problems facing their community and his belief that they didn't possess the legal right to cast a ballot for any elected office. 'In the time since I announced my campaign, my eyes have been opened to the realities of this country's systemic racism, and also black suffrage. I realize that some of the things I've done as mayor and said on the campaign trail aren't going to play as well with this constituency, although, to be fair, I've only just realized that they're a constituency. I honestly had no idea. But going forward, my message to black Americans is that I want your vote now that I know that you have one.' Buttigieg added that in order to avoid alienating potential supporters, he would be open to not letting black people vote. "
200,And Then Those 12 People Send It To 12 People'That's 144 People!' Says Cory Booker Describing Campaign Newsletter Strategy To Rosario Dawson,"NEWARK'Referring to the 'surefire' system as a sort of pyramid of communication, Democratic presidential candidate Cory Booker excitedly walked long-term girlfriend and actress Rosario Dawson through his new network-based strategy to distribute campaign newsletters, sources confirmed Monday. 'And then when those people share it, the 144 turns into over 20,000 people reading, and by the end of the month? That's the whole country!' said a wild-eyed, energized Booker as he paced in front of Dawson, who told the New Jersey senator through a tight smile that it sounded like a great idea. 'Ever since we had to cut staff in New Hampshire, my brain's just been working overtime. I can't believe how easy it is! The trick is to get a teacher or something to email it to parents of the kids, then you're really cooking. It'd be great if a certain actress, who must know 12 people, could endorse me.' At press time, Booker was seen trying to convince Dawson to let him use her garage for an envelope-stuffing party later that week."
201,"Well Spoken, My Good Fellow, But Let Me Retort,' Says Congressman Engaged In Probing, High-Minded Debate On Facts And Merits Of Impeachment","WASHINGTON'Praising the eloquence and noble character of his Democratic colleague before humbly offering a rebuttal, Rep. Jim Jordan (R-OH) engaged in thoughtful and enlightened debate Thursday over the merits of proposed impeachment articles brought against the president of the United States. 'Allow me first to congratulate you upon your exceptional oratory and remark upon what a great honor it is to deliberate this matter with a man of such high integrity,' said Jordan, who addressed House Judiciary Committee chairman Jerry Nadler (D-NY) in measured and courtesy tones, commending civil discourse as the bedrock of a democratic society. 'Although you have made some very cogent and incisive rhetorical points this morning, I must, unfortunately, submit a rejoinder in which I shall seek to elucidate what I believe to be a fallacy in your position. Despite our arrival at this occasion of discord, please know I consider you a true compatriot: a fellow truth-seeker with no interest beyond securing what is best for our great republic.' At press time, witnesses confirmed Jordan had nearly beaten Nadler to death with a cane after being set off by a remark impugning the honor of the president."
202,Fox News Condemns 2020 Election As Partisan Witch Hunt Orchestrated By Democrats To Unseat President,"NEW YORK'Calling the running and nomination of a candidate a blatant abuse of power from the left, Fox News personality Tucker Carlson condemned the 2020 election Thursday as a partisan witch hunt orchestrated by Democrats to unseat President Trump. 'This is nothing more than a Soviet-style democratic election,' said Carlson, adding that the timing of the election was especially suspicious, coming after Trump has already been in office for three years. 'The millions of dollars spent on campaign ads and televised debates clearly point to some larger conspiracy being pushed by the left; it's a total coup! This poorly executed attempt to downplay the president's overwhelming electoral victory in 2016 with some sort of flimsy pretext to democracy is inexcusable and the exact type of threat our founding fathers warned us about. Frankly, it's unconstitutional and shameful to see Democrats stoop to such low levels.' At press time, Democratic candidates had announced the suspension of their campaigns saying this kind of divisiveness was not what America needs right now. "
203,Pros And Cons Of Social Media Banning Political Ads,"Twitter recently announced a ban on political advertising, adding fuel to the debate of whether social media should allow campaign ads and how claims made in those ads might be regulated. The Onion looks at the pros and cons of social media banning political ads. Encourages candidates to exploit more traditional forms of media.  Quite clearly opposite of what Mark Zuckerberg wants. Politicians still free to post thirst traps on personal accounts. Look on Hillary Clinton's face if we started that now. All that personal data collected for nothing. Got few extra Twitter followers from dunking on Biden campaign slogan. Lack of politics is a political statement, man. Having to watch these psychopaths try to do normal-person stuff on Instagram instead.  "
204,,
205,Trump Offers Hunter Biden Job In Energy Department Based On Oil Industry Experience,"WASHINGTON'Touting his impressive record of serving on the board of a notable natural gas company, President Donald Trump offered Hunter Biden a job in the U.S. Department of Energy Monday based on his experience in the oil industry. 'Given his unparalleled background in this sector, I am pleased to have Hunter Biden joining the Energy Department as the new Deputy Secretary for the Office of International Affairs,' said Trump, explaining that Biden's long list of contacts with major Eastern European petroleum firms would be indispensable in promoting the administration's interests as they pursue energy contracts abroad. 'Hunter grew up in politics, so he's primed for the job, and he came very highly recommended by several big-time energy executives. He's a really great guy who knows how to get things done in this business. Hunter will start tomorrow, getting right to work securing the best deals possible for the American people.' At press time, Trump nominated Hunter Biden to replace a retiring Rick Perry as energy secretary at the end of the year."
206,So-Called Ronald Reagan Presidential Library Looks Nothing Like Him,"SIMI VALLEY, CA'Declaring the whole visit 'sort of a letdown,' Valley View Middle School student Lucas Hursch, 13, was disappointed to find Monday that the so-called Ronald Reagan Presidential Library bears no resemblance to the man who was the leader of the free world from 1980 to 1988. 'You could maybe argue it has a passing resemblance from some angles, but seriously, that would be quite a stretch,' said the eighth-grader, adding that unless the 40th president had a tiny, marble version of himself inside his own body which he charged a $20 entrance fee to see, the building bearing his name shares no physical characteristics to the actor-turned-politician. 'I assumed we'd get there, enter a giant glass and steel model of Reagan's head, perhaps using The Great Communicator's tongue as a walkway, and have the chance to explore his guts and stuff. But this place has none of that' just a boring building with completely normal doors and windows. I was taught a library is where knowledge is kept, so that kind of should be up in his brain, I guess? Also, you'd think they have it dressed up in a nice suit or something, but the outside is just bricks. If they were going for realism, they did not do a great job.' Hursch noted that the architects and building contractors had no excuse for their shoddy work, as there are thousands of photographs available to aid them in constructing a more realistic replica of the president. "
207,Pete Buttigieg Blames Inability To Disclose Political Stances On NDA With Buttigieg Campaign,"CONCORD, NH'Declaring that he simply has no choice in the matter, White House hopeful Pete Buttigieg told reporters Friday that some political positions he holds cannot be disclosed because of a nondisclosure agreement he signed with the Pete Buttigieg presidential campaign. 'I would love to answer your questions, but back in early 2019, I signed a strict, binding contract with the Pete for America organization in which I agreed not to discuss such matters,' Buttigieg said during a candidate forum, explaining that while he would love to offer more detailed and convincing proposals on issues such as healthcare, foreign policy, and immigration, he is legally prohibited from doing so. 'There's nothing I'd enjoy more than elaborating on my tax plan, for example, but I can't talk about any views I may have held during the period of my candidacy. These are highly confidential policy initiatives. Unless the Buttigieg campaign agrees to release me from the NDA, I'm afraid there's simply nothing I can do.' At press time, the Buttigieg campaign was reportedly scrambling to perform damage control after details of Buttigieg's political stances had been leaked to the public."
208,Trump Orders National Christmas Tree Be Cut To One Inch Shorter Than He Is,
209,Matt Gaetz Solemnly Raises Pistol To Head After Realizing He Used Barron Trump's Name While Scolding Witness For Using Barron Trump's Name,
210,Sonny Perdue Argues Food Stamp Cuts Will Incentivize People To Get Exploitative Jobs That Won't Exist In 5 Years,"WASHINGTON'Responding to the criticism surrounding the Trump administration's recent decision to tighten restrictions on supplemental nutrition eligibility, Secretary of Agriculture Sonny Perdue argued Thursday that the food stamp cuts will incentivize people to go out and get exploitative jobs that won't exist in five years. 'Look, these cuts are not about kicking people off the food stamp rolls, but encouraging them to get off the couch and start looking for thankless, backbreaking work that will be rendered obsolete by either automation or outsourcing by 2025,' said Perdue, adding that the administration's goal wasn't to prevent Americans from affording food, but to create an empowering situation where U.S. citizens could barely have the means for sustenance because their degrading, short-term job, with severe physical and emotional hazards, forces them to work overtime without extra pay. 'We are hoping the new directive will serve as a gentle nudge for Americans to take their lives into their own hands by signing up for one, two, or even three demanding jobs from a hellish megacorporation that only cares about their bottom line. People shouldn't be relying on the government for free food, especially in this current Trump economy'there are tons of available positions that will push the boundaries of their physical and mental health, as well as significantly decrease their life expectancy, all in exchange for a meager subsistence that robs them and their families of their dignity.' Perdue also added that the new rules would work in tandem with the proposed cuts to Medicare, which the administration has argued will incentivize unemployed people to take up jobs that offer inhumane health care plans that don't cover essential services."
211,Boris Johnson Worried Anti-Semitism Accusations Against Labour Party Will Hurt Tories' Hold On Bigot Vote,"LONDON'Monitoring polls and news coverage of the upcoming elections, U.K. prime minister Boris Johnson reportedly expressed concern Thursday that continued accusations of anti-Semitism against the Labour Party will hurt the Tories' hold on the bigot vote. 'Those with prejudiced and discriminatory beliefs have long been a bedrock of the Conservative Party constituency, but I'm nervous that so many people attacking Labour as the party of anti-Semites will eat into our ability to win,' said Johnson, adding that he was concerned the volume of allegations that Labour Party leader Jeremy Corbyn wasn't doing enough to combat anti-Semitism in his own party could result in bigoted voters believing that Labour actually represented their values. 'When allegations first started coming out, I figured it would be a flash in the pan and the Tories could continue counting on the bigot vote, as we have for generations. It's really going to hurt us if people think Labour is the party for anti-Semitism based on a few things in the media and ignore the political reality, which is that the Conservatives have for decades reliably issued policy driven by prejudice and racial animus. But it's going to be a close election, and I'm worried if this doesn't stop, the Tories could be at risk of losing the Islamaphobe or even the white supremacist vote, and that would be devastating at the polls.' An increasingly desperate Johnson added that he was pondering saying or doing something extremely anti-Semitic in order to remind bigoted voters on the fence about which party best advocated their interests."
212,Jimmy Carter Devotes Rest Of Life To Raising Awareness Of Fact That Men Get UTIs Too,"PLAINS, GA'As he continues to rest and recover following a brush with the ailment earlier this week, former President Jimmy Carter announced Thursday he would spend the remainder of his life educating people about the fact that men, too, routinely suffer from urinary tract infections. 'This isn't just an issue that affects women: Every urethra is delicate and susceptible, with roughly one in 10 men contracting a UTI at some point during their life,' said the 39th president of the United States, confirming he would immediately sever ties with Habitat for Humanity and terminate the Carter Center's long-running program to eradicate Guinea worm disease in order to focus solely on the promotion of healthy male urinary tracts. 'This painful affliction is often misdiagnosed, so if you feel a sharp burning sensation when urinating or notice an unfamiliar discharge in your urine, make sure you get tested. It's nothing to be embarrassed about, and there's no reason to live in discomfort when treatment is readily available. They give you some pills and it clears right up.' At press time, Carter was reportedly going from stall door to stall door in a public men's room, where he urged occupants to reduce their risk of a UTI by drinking plenty of fluids and keeping the tip of their penis clean and dry."
213,"Jilted Trump Announces Formation Of Cooler, Way More Powerful NATO With His New Best Friends Oman, Macedonia, And Suriname","LONDON'In response to the covertly recorded footage of European leaders mocking the U.S. president, a jilted Donald Trump announced Wednesday the official formation of a cooler, way more powerful NATO with his new best friends Oman, Macedonia, and Suriname. 'We are going to have so much fun without you losers,' said the U.S. commander in chief of the impromptu new intergovernmental alliance he formed after proclaiming that 'the old NATO is stupid,' explaining that he had already poured billions of dollars of funding into the collective to ensure they have the 'best summit ever.' 'France and Canada think they're so cool, but we could totally destroy them in a fight. I already met with Qaboos, Stevo, and Dﾃｩsi, and we're gonna get matching satin jackets and they're gonna look sick.' At press time, Trump was already threatening to pull out of his newly formed alliance after accusing its members of not paying their fair share of the budget."
214,Pros And Cons Of Talking Politics At Work,"It's long been taboo to discuss politics in the workplace, and as the national atmosphere becomes more politically charged, arguments have grown both for and against bringing political discussions to professional settings. The Onion looks at the pros and cons of talking politics at work. Anything to kill a half hour. Important to know who you'd help during an emergency. Could use second set of eyes on manifesto. Less heated than talking about new Star Wars. It's what MSNBC is paying you $7 million annually to do. Finally got your echo chamber just how you like it. Oof, Steven's a libertarian. Could interfere with public image of Supreme Court as nonpartisan. Boss casually asking if we think Obama from Kenya already more than enough. Can't afford to lose this job too."
215,One-Eyed Man Who Kamala Harris Locked Up 25 Years Ago Quietly Removes Tulsi Gabbard Mask,"KAPOLEI, HI'Wiping the sweat from his brow and contemplating his long road to vengeance, one-eyed man Calvin Simmons, who was locked up by Kamala Harris 25 years ago, quietly removed his Tulsi Gabbard mask Tuesday after learning that the California senator had dropped out of the presidential race. 'The day she locked me up for marijuana possession, I looked her in the eye and swore I would have my revenge,' said Simmons, rubbing the long scar on his head while staring into the dark, empty room around him and ruminating on how his lifelong quest to destroy Harris's presidential ambitions was finally complete. 'Fifteen years of my life gone'you took them from me Kamala, but it looks like I've had the last laugh. All those lost days in prison, plotting my return, crafting my backstory, studying you for weaknesses, I even joined the army, it's all lead to this. You thought you were tough, you thought you had destroyed me, but your chickens have come home to roost. He nani, Kamala.' At press time, Simmons had taken Gabbard's remaining campaign funds and fled the country to begin a new life in Micronesia."
216,Kamala Harris Supporter Insists Her Inspiring Message Of Something Or Other Will Always Live On,
217,"Michael Bloomberg Treats Self To Second, Flashier Presidential Campaign","NEW YORK'Explaining that he felt he had earned a little indulgence, Democratic candidate Michael Bloomberg confirmed Tuesday that he had decided to treat himself to a second, flashier presidential campaign. 'Having one presidential campaign is nice and all, but I had some extra money lying around and decided to splurge on another first-class presidential campaign with all the bells and whistles,' said Bloomberg, adding that he planned to split time between his original campaign and his new luxury one, for which he'd already gotten the most expensive consultants, most luxurious campaign vehicles, and nicest website money can buy. 'I know I don't really need a second campaign, and it hasn't even been that long since I bought my first one, but it's the holidays, and I wanted to do something special for Mikey. It's going to have a full campaign staff available around the clock, and there's even going to be a movie theater in the headquarters where we can watch all my political ads. Voters are going to be blown away when they see it.' Bloomberg told reporters that he was also scouting sites for an additional international presidential campaign in a more exotic locale."
218,Nation Calls For Letting Biden Rub Women's Shoulders Again After Seeing What He'll Do Instead,"WASHINGTON'Apologizing for what they have unleashed by condemning the former Vice President's past behavior, the U.S. populace issued a call Monday to let Joe Biden rub women's shoulders again after seeing what he will do instead. 'It's not that the shoulder rub thing isn't creepy, it is, but we didn't realize the Pandora's box that we opened by making him stop,' said Loveland, Colorado resident Virginia Dalton, claiming that while Biden smelling a woman's hair had always grossed her out, seeing the 77-year-old biting his wife's finger during a campaign event over the weekend shook her to the core. 'It's fine, just let him do it. Unsolicited shoulder rubs or touching a stranger's lower back are not good, but at least they're kind of normal. There is apparently no hope of him just acting okay, so let's at least give him back the shoulder rubs, because God knows what horrors he will unleash upon women without that outlet.' At press time, the nation's women were hastily promising Biden they would vote for him just so they could escape his advances."
219,Pete Buttigieg Admits Only Recently Realizing Black People Can Vote,"SOUTH BEND, IN'In response to recent criticism of his campaign and political record, Democratic presidential candidate Pete Buttigieg admitted Monday that he only recently realized that black people can vote. 'I'll be the first one to acknowledge that I've had some blind spots in my political career, and I've learned some hard truths over the past few months, one of which is that African Americans have been able to vote in this country for decades,' said the mayor of South Bend, IN, apologizing to the city's black residents for his lack of attention to the problems facing their community and his belief that they didn't possess the legal right to cast a ballot for any elected office. 'In the time since I announced my campaign, my eyes have been opened to the realities of this country's systemic racism, and also black suffrage. I realize that some of the things I've done as mayor and said on the campaign trail aren't going to play as well with this constituency, although, to be fair, I've only just realized that they're a constituency. I honestly had no idea. But going forward, my message to black Americans is that I want your vote now that I know that you have one.' Buttigieg added that in order to avoid alienating potential supporters, he would be open to not letting black people vote. "
220,Mitt Romney Retires To Fainting Couch After Suggesting Trump May Be Acting Ignobly,
221,"I Could Spare Some Change,' Says Man About To Become Buttigieg Campaign's Top Black Donor","CEDAR RAPIDS, IA'Surpassing the contribution of an African American woman who accidentally dropped a quarter in front of the presidential candidate's headquarters last summer, local man Leonard Thompson unknowingly became Pete Buttigieg's top black donor Friday after he tossed a few coins into a campaign volunteer's hand. 'What was that? Oh, sure, I could spare some change,' said Thompson, who, presuming the young Buttigieg canvasser speaking to him must represent a charity of some kind, fished into his pocket for the $1.17 worth of currency that would cause him to skyrocket to the top of the South Bend, IN mayor's list of African American contributors. 'I know that's a lot of dimes, hope that's okay. Oh, whoops, sorry about that paperclip in there! Ha, ha. No'no, I'm not interested in a pamphlet, but thanks anyway. I have to go now, all right? You have a good day.' At press time, sources confirmed Thompson was unaware his image was now prominently featured on the page of Buttigieg's website touting the candidate's plan to empower black America."
222,,
223,Trump Honors War Criminal With Presidential String Of Human Ears,
224,"Sweating, Grunting Mike Pence Straining To Rapture Himself Before Impeachment Inquiry Goes Any Further","WASHINGTON'Gritting his teeth as his face reddened with effort, Vice President Mike Pence was reportedly straining to rapture himself Thursday before the impeachment inquiry into President Trump could proceed any further. 'You can do this, just think pious thoughts and you'll be halfway to Heaven long before they can uncover anything else,' said Pence, tightly clenching his hands in prayer while bobbing up and down on the balls of his feet in a reported attempt to jump-start the salvation process. 'Okay, here we go. I'm going to close my eyes, and when I open them, I'll be bathed in a glorious white light and begin floating up in the air'far, far away from Congress and any accusations about knowledge of a quid pro quo. Just take a deep breath and relax. Nope. That's not it. Hmm...maybe if I get all the way on my tiptoes?' At press time, Pence reportedly muttered that he was 'so, so close' to getting raptured after removing all his clothes and jumping off his chimney."
225,DNC Server Celebrates Escape From U.S. Jurisdiction Surrounded By Bikini-Clad Women On Yacht In Black Sea,"BLACK SEA'Relaxing on the luxury ship after having gotten away with the greatest scheme in U.S. history scot-free, the Democratic National Committee server was reportedly celebrating its escape from justice Thursday while surrounded by bikini-clad women on a yacht in the Black Sea. The criminal computer system that was solely responsible for fabricating Russian interference in the 2016 presidential election was reportedly chuckling to itself, remembering how it had duped everyone by spending months under an assumed identity as a Pentium Pro in Morocco, as beautiful, scantily clad women fanned it with palm leaves and massaged its circuits with the finest cotton swabs. At press time, the grinning server had stood up from its beach chair to embrace its old friend Hillary Clinton as she stepped onto the deck."
226,"I'll See You In Hell,' Says Giuliani Slamming Door On Spirit Of St. Louis In Smithsonian Exhibit",
227,"Hey, Are You Gonna Let Me Talk?' Shouts Rudy Giuliani Debating Fox News Recap Of Sondland Testimony",
228,Trump Tries To Doxx Impeachment Inquiry By Tweeting Address Of Capitol Building,
229,"I Yield The Remainder Of My Time To You, The Viewer At Home,' Says Adam Schiff During Impeachment Hearing Before Staring Into Camera For 3 Minutes",
230,Cory Booker Taken Aback To Find Dozens Of Pictures Of Himself On Buttigieg Campaign Flyers,"WASHINGTON'Expressing surprise that he was featured so prominently in a rival's literature, presidential candidate Cory Booker was reportedly taken aback Wednesday after discovering his picture dozens of times on official Pete Buttigieg campaign materials. 'It would have been nice if someone from the Buttigieg team had reached out to me before they plastered my face all over these mailers,' said Booker, flipping through a brochure featuring numerous photos of the New Jersey senator giving a thumbs-up and shaking hands with Buttigieg. 'I like Pete fine and everything, and we've gotten to know each other a bit on the campaign trail, but we're certainly not as close as these flyers make it seem. In any case, I do worry that seeing my picture scores of times under headings like, 'It's time for a new generation of American leadership,' could send the wrong message about who I'm supporting in the primary.' At press time, Booker admitted his relief that at least he didn't appear anywhere near as many times on the campaign flyers as Kamala Harris."
231,Biggest Revelations From The Anonymous Trump Official's New Book,"A Warning, the new book by an anonymous writer identified as 'a senior Trump administration official' that purports to be a critical look at the Donald Trump presidency, was published November 19. The Onion takes a look at the biggest revelations from the anonymous official's new book. Trump fails to hide his character weaknesses and lack of intellectual acumen as adeptly as past presidents. Several senior administration officials considered resigning en masse in 2018 to protest Trump's behavior, but decided to wait for a time when it also wouldn't make a difference. The White House has only one bathroom. Frequent unrelated asides explaining how it's a good idea for the U.S. to go to war with Iran. Trump's animosity toward the Federal Reserve stems from a fundamental disagreement over the nature of monetary policy, as his own research into the new classical model confirms a hypothesis that business growth is not substantially affected by central bank activity. One time the author saw two Barrons playing cards with each other. GOP officials are willing to replace Trump as 2020 candidate if it ever seems like the Democrats are serious about competing. The main reason Trump's critics have been unable to persuade his supporters to abandon him is because they haven't quoted Cicero enough. Print still pretty profitable if you know how to play your cards right. Stephen Miller meets with Dracula in the confusing epilogue setting up the sequel."
232,Jim Jordan Arrives In Congress Displaying Even More Casual Look,
233,Trump Declares He's Healthier Than Ever While Addressing Rally Crowd From Iron Lung,
234,Buttigieg Campaign Appeals To Moderate Republicans By Touting Low Approval Among Black Voters,"SOUTH BEND, IN'In an effort to unite disparate groups of white Americans, the Pete Buttigieg campaign released a new series of ads Monday appealing to moderate Republicans by touting the candidate's low approval rate among black voters. 'We hope that any Republican who finds Trump beyond the pale will turn to our campaign and see just how few black supporters we have,' said Buttigieg of the 30-second TV spot, which featured polling data illustrating how poorly he tracks in urban areas and showed footage of him refusing to shake hands with black voters. 'Whether you're more of a centrist white person or a fiscally conservative one, all whites have a home in the Buttigieg campaign. You can rest assured knowing that we've received no endorsement from the NAACP or any minority organizations. For the most part, black voters don't even know who I am. And if they do know me, they don't care for me.' At press time, the Buttigieg campaign released a new policy proposal emphasizing how his presidency would benefit every rich white person."
235,How Political Ads Are Made,"As the 2020 presidential campaign season gets into full swing, debate has raged over the content, message, and truthfulness of political advertising, as well as the platforms that host them. The Onion takes a step-by-step look at how political ads work. Democracy and nuanced public understanding of issues eroded completely. Stuffed animal held behind camera for candidate to smile at. Elderly veteran told lunch not happening till he gives director right fucking take. Local bald eagle guy gets a call. Hundreds of takes to get candidate to appear casual and down to earth. Photo of opponent color-corrected to appropriately scary shade of gray or red. Another consultant given $75,000 just to be safe. End of ad resolves suspense of whether candidate approved of it or not. 16 likes, 2 shares. Television networks rake in millions of dollars regardless."
236,Yovanovitch Testifies That She Was Removed To Make Way For Corrupt Back Channel But Gets If No One Cares About Anything Anymore,"WASHINGTON'Appearing before the House Intelligence Committee at Friday's impeachment hearing, former ambassador Marie Yovanovitch testified that she was recalled from her post so a corrupt back channel could run U.S. policy in Ukraine but gets it if no one cares about anything anymore. 'President Trump and his allies conducted a smear campaign against me knowing I would refuse to participate in advancing illegal activities on their behalf, though I totally understand if you don't give a shit because that's just the way things work now and nothing matters,' said Yovanovitch, who stated that while she found Trump's actions 'shocking' and 'unprecedented,' lawmakers were free to cut her off at any time so that they could all go back to wallowing in the sense of meaninglessness that has come to permeate American life. 'This has never really happened in the history of the modern presidency, but I can sympathize if you're shrugging it off'I'm shrugging it off, too. Even if we do prove the president is guilty of high crimes, so what? It's not like there are rules anymore. Frankly, I was surprised that I was called to testify at all.' At press time, Yovanovitch told the committee that if anyone wanted to join her, she was heading to a bar to drink until she couldn't feel anything anymore."
237,Full Trump Transcript Includes 37 Pages Of Confused President Mashing Fingers Against Dial Pad While Ukrainian President Tries To Speak,"WASHINGTON'Shedding light on what exactly transpired between the U.S. president and Ukraine during a mysterious April call, a transcript released Friday includes 37 pages of a confused Donald Trump mashing his fingers against his phone's dial pad while President Volodymyr Zelensky tries to speak. According to the released call logs, President Trump responded to Zelensky's appeals for further cooperation between the two countries by hitting nine and then star 30 times in a row while yelling 'Ukraine!' into the phone. This was reportedly followed by an eight-minute exchange where the president repeatedly held down the entire keypad in an attempt to hang up the phone. In addition, several pages of the transcript document noted rapid fire dialing as Trump muttered about not knowing how to spell Ukraine with numbers. At press time, legal analysts going over the call were expressing the most interest in the final five minutes, where President Trump attempts to order a meat lovers pizza and cinnamon sticks from Domino's before launching into a six-minute diatribe about how someone with President Zelensky's thick accent shouldn't be working at a pizza place."
238,Washington Post' Impeachment Critic Gives Insipid Day One Inquiry 2 Out Of 5 Andrew Johnsons,"WASHINGTON'Knocking the broadcast for its lack of cohesive vision, The Washington Post impeachment critic Patrick Jennings gave the insipid day one of the House inquiry hearing two out of five Andrew Johnsons. 'We hope the masterminds behind the hearing have some real surprises in store, otherwise I don't see this ever perking up to three or four Andrew Johnsons,' said Jennings, noting that audiences who tuned in to the congressional proceedings looking for a thriller would find themselves facing more of a plodding slice-of-life drama. 'They had the perfect opportunity in the third hour for a dramatic moment, but they totally blew it. If someone had produced a phone in a Ziploc bag, we would have bumped our rating up half of a Johnson for sure; however, it looks like the creators weren't interested in taking risks. Frankly, if it weren't for the costume designers behind George Kent's bowtie, we wouldn't have given the hearing any Andrew Johnsons at all. This is definitely something for the policy wonk, though casual viewers shouldn't waste their time.' Jennings added that audiences would find much more satisfaction going back and rewatching the O.J. Simpson trial."
239,"Deval Patrick Acquires High Favorability Numbers, Good Iowa Polling After Leveraged Buyout Of Buttigieg Campaign","DES MOINES, IA'Skyrocketing in visibility mere hours after launching his bid for the White House, former Massachusetts governor Deval Patrick reportedly acquired high favorability numbers and good Iowa polling Thursday after a leveraged buyout of Pete Buttigieg's campaign. 'We're proud to announce that we have reached a debt-based deal with the Buttigieg campaign to bring their considerable war chest and great polling numbers into our fold,' said campaign spokesman Greg Ryans, adding that the reported $250 million buyout 'perfectly aligned' with the Patrick campaign's vision of attaining high polling in early caucus states, rapidly accelerating grassroots organization, and widening its donation base before the end of Q4. 'Sadly, we did have to lay off 30% of the Buttigieg campaign due to redundancies, including Pete himself. But we were impressed enough to keep on Chasten Buttigieg in his current role at campaign rallies. With the assets from liquidating Amy Klobuchar's campaign, we're easily on track to be a presidential frontrunner by early 2020.' Ryans also noted that the Patrick campaign would strategically shed the gay rights plank of Buttigieg's platforms after it proved distasteful to potential campaign investors."
240,Paralyzed Mike Pence Lies Against Bathroom Wall For Hours After Encountering Doorknob That Looks Like Female Breast,"WASHINGTON'Rocking back and forth on the tile floor as he averted his eyes from the disgustingly suggestive entryway hardware, Vice President Mike Pence was reportedly against a bathroom wall for hours Thursday following an encounter with a doorknob resembling the female breast. 'Come on, Mikey, snap out of it・ｦstand up, walk over there, just pull the door open, and you'll be free,' said the vice president, attempting to avoid making physical contact with the enticingly curvaceous door pull by wrapping his fingers in a paper towel, only to have it tear and bring his palm into contact with the offensive contours, which sent him back to the sink to repeatedly wash his hands. 'Remember, it's not a real woman. It's just a piece of metal like any other doorknob. Just take a deep breath and don't throw up.' At press time, Pence had collapsed when a Secret Service agent opened the door, causing the knob to jiggle suggestively."
241,,test
242,"Tiny, Rejuvenated Jimmy Carter Emerges From Pile Of Ashes After Aged Ex-President Bursts Into Flames","ATLANTA'Rising triumphantly from a sudden swirl of golden light that had consumed his former ailing body, a tiny, rejuvenated President Jimmy Carter emerged from a pile of ashes Tuesday after the aged ex-president's past incarnation burst into flames. 'Behold! I am born anew!' the 6-inch-tall former president proclaimed in a high-pitched voice, raising his minuscule, youthful hands in exultation from the glowing embers as he announced that his appearance heralded 'a new dawn' in affordable housing, peacekeeping, and guinea worm eradication. 'From these restoring flames, I shall usher in an eternal age of peacekeeping and independence from foreign oil markets. So has it been for the past century-long cycle of Jimmy Carterdom, and so shall it be for all time.' At press time, the miniature 39th president's decree had been cut short after an enormous rabbit abruptly emerged from a nearby forest and dragged the squealing reborn world leader into a burrow."
243,Sean Spicer Takes Job In Trump Administration To Help Public Forget Humiliating 'Dancing With The Stars' Tenure,
